Date,tweet_id,text,name
Thu Jan 21 22:40:42 +0000 2021,1352385663681761281,"  Stop bashing BitMEX who did nothing wrong here. Bloomberg also fixed their original reporting quickly.
If you're going to be pissed at someone, focus it on the Cointelegraph garbage article.",aantonop
Thu Jan 21 22:29:49 +0000 2021,1352382922167177218,"  Not how LN works. The channel funding transaction needs 6 confirmations. After that, LN payment settle immediately because the liquidity is already confirmed in the Lightning Network.",aantonop
Thu Jan 21 22:27:29 +0000 2021,1352382335342112768," Dammit Neeraj, you made me click",aantonop
Thu Jan 21 22:22:21 +0000 2021,1352381041667784706," Yes, exchanges can do modulate the number of confirmations they need to accept a deposit. Same for merchants, same for users. You decide how many is enough by whatever rule you want.",aantonop
Thu Jan 21 22:20:40 +0000 2021,1352380622057009162, Um. No,aantonop
Thu Jan 21 22:12:48 +0000 2021,1352378638755196929,  That's an opinion. The fact is that Bitcoin works for many people.,aantonop
Thu Jan 21 22:12:02 +0000 2021,1352378446605783040," BitMEX had nothing to do with this transaction, they run a service that monitors and alerts for consensus forks (duplicate blocks at the same height).",aantonop
Thu Jan 21 22:11:10 +0000 2021,1352378227684110336,"  Yup, if you are privileged enough to have access to a non-yet-corrupted financial system, Bitcoin is only annoying and not liberating at all.",aantonop
Thu Jan 21 21:56:03 +0000 2021,1352374426264694785," Myth: Bitcoin is only “empowering” in emerging markets.

Reality: Many European &amp; North American users also gain financial ac…",aantonop
Thu Jan 21 21:35:09 +0000 2021,1352369166997737480,Feelin the Bern of #SquirrelAppreciationDay ,aantonop
Thu Jan 21 21:09:52 +0000 2021,1352362800643903489,    and... muted.,aantonop
Thu Jan 21 21:05:12 +0000 2021,1352361627497058304," I couldn't sleep, see ",aantonop
Thu Jan 21 21:04:48 +0000 2021,1352361529392259072,"    It's accurate but incomplete. 

It's a bit like: Bitcoin requires conversion from USD. You exchange it, do some bitcoin transactions and then you convert it back to ""real money"", incurring transaction fees each time.",aantonop
Thu Jan 21 20:59:58 +0000 2021,1352360309613338629,"    Your anecdotal experience is not universal. There are dozens of wallets. Some good, many bad.",aantonop
Thu Jan 21 20:58:39 +0000 2021,1352359978854572032,"  Nope. It is far safer to accept bitcoin. You can have very high probability of final settlement with 6+ confirmations in an hour. I've heard of credit card chargebacks after 18 or 24 months even. There is no real ""finality"" in traditional finance. Never.",aantonop
Thu Jan 21 20:57:10 +0000 2021,1352359608371671040,    You're missing something here. Every onchain transaction can be used to open/close several channels in addition to the on-chain payment. Channel opening/closing should be batched. LN is not the only or the last scaling solution and works in conjunction with base layer scaling.,aantonop
Thu Jan 21 20:52:04 +0000 2021,1352358324738514944,"    You don't lock/unlock funds. You keep them offchain and keep using them inside LN. Every on-chain transaction becomes an opportunity to open/re-balance LN channels. You don't need to ""unlock"" the funds - they're more liquid &amp; frictionless in LN channels",aantonop
Thu Jan 21 20:46:49 +0000 2021,1352357002144485377,   Phoenix or Breez wallet,aantonop
Thu Jan 21 20:41:52 +0000 2021,1352355755937026049," Yeah, everything that ever will be has already been on “The Simpsons”. But this is a bit on the nose. ",aantonop
Thu Jan 21 19:53:37 +0000 2021,1352343612193820672, ,aantonop
Thu Jan 21 19:52:17 +0000 2021,1352343278859870209,"   BitMEX did nothing wrong

 ",aantonop
Thu Jan 21 19:50:45 +0000 2021,1352342891457179650,"  Nope, I had no reason to talk about Dash. It is off topic for this discussion.",aantonop
Thu Jan 21 19:49:54 +0000 2021,1352342677161799680,"   Um, there's a usable Lightning Network right now. There are people using it on my store every day. What are you talking about?",aantonop
Thu Jan 21 19:48:58 +0000 2021,1352342442662453248," I presented the equation on page 8, showing that the network continues to operate in the same way. I wasn't trying to interpret the English words to fit an agenda. There's a vast difference.",aantonop
Thu Jan 21 19:47:12 +0000 2021,1352341998506713088,"  BitMEX correctly reported a double-spend attempt with their useful monitoring tool. Irresponsible reporters took that and added misinformation. This is not on BitMex, stop shooting the innocent messenger",aantonop
Thu Jan 21 19:21:00 +0000 2021,1352335405777969152," No, BitMex got it right. The explanation of what they reported was wrong. There was a ""double-spend attempt"", but the protocol routinely handles such attempts.",aantonop
Thu Jan 21 19:19:45 +0000 2021,1352335089032548352,"   No, we need to know about potential double spends if we run merchant or exchange operations. 

It won't ""actually happen"" ever, because the Bitcoin network won't let it. Only one transaction survives. The issue is when there are (briefly) competing possibilities",aantonop
Thu Jan 21 19:13:50 +0000 2021,1352333601518481408,   It was an automated announcement from a valuable service.,aantonop
Thu Jan 21 17:38:29 +0000 2021,1352309606760923136,"LIVE NOW 
",aantonop
Thu Jan 21 17:10:40 +0000 2021,1352302606681468929,"Ask your questions on 
Code is ""#doublespend""",aantonop
Thu Jan 21 17:06:16 +0000 2021,1352301498726707202,"I will be doing a LIVE stream in 25 minutes about the 

""Bitcoin broke, double-spend, OMG"" story that is confusing people. 

Youtube link to follow, subscribe on YT and turn on notifications to get it:

",aantonop
Thu Jan 21 16:35:05 +0000 2021,1352293650047266820,"    They just report drama and sensationalist clickbait. They always have. Right now, the clickbait that works best is negative because of where we are in the market cycle. 

Bottom feeders, not supervillains.",aantonop
Thu Jan 21 16:33:58 +0000 2021,1352293368626257923, Bitmex is offering a valuable service monitoring reorganizations. This is not on them.,aantonop
Thu Jan 21 16:33:14 +0000 2021,1352293185414782977," I think there's another more detailed one coming, because that's not the reporter I spoke to. But this one is good too.",aantonop
Thu Jan 21 16:32:43 +0000 2021,1352293053935992832,Why the Bitcoin double-spend story is being misinterpreted  via ,aantonop
Thu Jan 21 16:32:03 +0000 2021,1352292888013545473,  Fine. Incompetence and ignorance,aantonop
Thu Jan 21 16:31:22 +0000 2021,1352292716831363078," That is ""bad journalism"". It creates information asymmetry that can be exploited by smart investors.",aantonop
Thu Jan 21 16:30:13 +0000 2021,1352292426170306562,    Do not attribute to malice what can be explained by ignorance,aantonop
Thu Jan 21 16:30:03 +0000 2021,1352292385166745602, Do not attribute to malice what can be explained by ignorance,aantonop
Thu Jan 21 16:29:52 +0000 2021,1352292338916184068, Do not attribute to malice what can be explained by ignorance,aantonop
Thu Jan 21 16:28:40 +0000 2021,1352292035789611011, Do not attribute to malice what can be explained by ignorance,aantonop
Thu Jan 21 16:26:18 +0000 2021,1352291441410641920,... because the window to exploit information asymmetry starting closing when I woke up this morning.,aantonop
Thu Jan 21 16:23:27 +0000 2021,1352290723710726149," There's some evidence that's what happened. Again, not an unusual event or occurrence. It's difficult to know unless the sender or recipient of that transaction speak up and tell us.",aantonop
Thu Jan 21 16:22:22 +0000 2021,1352290452561530881,Smart investors are cursing my name right now,aantonop
Thu Jan 21 16:21:37 +0000 2021,1352290263025152002,"  LN does solve this, for small amounts. But you can always wait 1-6 blocks for larger amounts. In traditional banking ""clearance"" is 3-5 business days. For credit cards it is 30-90 days and I've even seen attempted clawback after 18 (!) months. You can wait an hour for finality",aantonop
Thu Jan 21 16:08:47 +0000 2021,1352287032769331202,"Just got off the phone with a reporter from Bloomberg

I expect a well written article about how consensus algorithms work (meaning: exactly as defined in the paper from 12 years ago and exactly as Bitcoin has been working for 12 years). 

""Nothing to see here"" + explanation.",aantonop
Thu Jan 21 16:06:55 +0000 2021,1352286562323578886,  Low-information investors gift money to high-information investors. It's always been like that.,aantonop
Thu Jan 21 16:05:11 +0000 2021,1352286127273648128," Most likely, a wallet attempting to automatically bump the fee of the first transaction. 

We don't even know if the recipient accepted only 1 confirmation. They might still be waiting, considering it ""unpaid"".",aantonop
Thu Jan 21 16:03:54 +0000 2021,1352285805100761088,"  Only if the store allows you to walk out with only 1 confirmation. I wouldn't. 

For a delivery service, they'd never ship in less than an hour anyway, so one of those transactions would disappear before that time, no double-spend.",aantonop
Thu Jan 21 16:02:27 +0000 2021,1352285439621664768,"For those screaming at :

Wrong target. BitMEX offers a useful service that monitors for re-orgs. They are the messenger who said the right thing. Re-direct your ire at  who ""reported"" sensationalist drivel and those who amplified it.",aantonop
Thu Jan 21 15:59:47 +0000 2021,1352284769174753281, Greatest cumulative difficulty. Which is almost always also the longest.,aantonop
Thu Jan 21 15:58:26 +0000 2021,1352284426508541953,"My FREE ""Introduction to Bitcoin"" workshop explains block confirmation, probabilistic finality and why you wait more than N confirmation for some transactions and less for others 

",aantonop
Thu Jan 21 15:53:45 +0000 2021,1352283248374661121, I expect to see a retraction that explains what happened.,aantonop
Thu Jan 21 15:51:35 +0000 2021,1352282702335016970,"  . did not generate any FUD. Bitmex runs a useful service that monitors reorganizations and is helpful to merchants, node operators and miners. That is was reported incorrectly by others is not their fault or doing. Bitmex reported what actually happened.",aantonop
Thu Jan 21 15:11:16 +0000 2021,1352272559400599552,"   I included the bitcoin whitepaper in my Bitcoin book in 2017. I also submitted a PR to include it in the Bitcoin repo.

Go spread your lies elsewhere.",aantonop
Thu Jan 21 15:02:04 +0000 2021,1352270243104624645,  That is 100% wrong. Please study this issue before spreading misinformation,aantonop
Thu Jan 21 15:00:11 +0000 2021,1352269766820573190,An attack like the #ledgerbreach will inevitably happen again. Here are the countermeasures you can put in place to make sure you don’t become a victim of an attack:  #ledgerhack ,aantonop
Thu Jan 21 14:59:44 +0000 2021,1352269656850001920,"  I previously (2017) tried to include the whitepaper in the repo with a PR. It was NACK'd then. 

I don't agree with Cobra's conclusion. I do not expect Wladimir to play games of ideological purity over pragmatic considerations. I support his decision in this instance.",aantonop
Thu Jan 21 14:56:30 +0000 2021,1352268840319684608, Nothing different other than a bubbly market with a lot of new and uninformed investors who are easily spooked. Not even evil-intentioned journalism. Don't attribute to malice what is explained by simple incompetence and lack of standards or quality review.,aantonop
Thu Jan 21 14:55:19 +0000 2021,1352268545556508672, Yes,aantonop
Thu Jan 21 14:53:46 +0000 2021,1352268152185389057,  No. Just take your eyeballs elsewhere,aantonop
Thu Jan 21 14:48:18 +0000 2021,1352266779028934656,"⚡️ “Bitcoin works as expected - Debunking FUD”

",aantonop
Thu Jan 21 14:40:46 +0000 2021,1352264883945914370,Consider it debunked.,aantonop
Thu Jan 21 14:40:46 +0000 2021,1352264880884051975,"Nothing weird or outside the consensus algorithm happened. Bitcoin continues to work exactly as it should. The only thing that happened is bad ""journalism"" if it can even be called that. In a bubbly market, a rumour can circle the globe before it is debunked.

24/",aantonop
Thu Jan 21 14:40:45 +0000 2021,1352264877755170821,"Several other incorrect statements are also made in that and other articles about RBF and Segwit. Here's the truth: this is a normal function of any PoW blockchain. A re-org with two different versions of a transaction can occur in every other PoW chain. 

23/",aantonop
Thu Jan 21 14:37:25 +0000 2021,1352264040102256640,"Someone article quoted the lie ""it could've been $22 million"". Well, no, it couldn't. If you accept a $22m payment on bitcoin, I would assume you understand how Bitcoin has worked since 2008, exactly as specified in the paper. You don't ""deliver"" on that payment after 1 conf

22/",aantonop
Thu Jan 21 14:37:25 +0000 2021,1352264038382592000,"In fact, we do not know that the recipient of that payment lost money. They may have been waiting for 2 confirmations and not delivered the other part of the value.  So in that case, they lost nothing - they consider this ""unpaid"" because it didn't get 2+ confirmations

21/",aantonop
Thu Jan 21 14:37:24 +0000 2021,1352264036369354753,"Many credit card vendors don't take a signature for amounts under $25 for the same reason: while it can be disputed without a signature, it's not worth the extra time and delay to get one for such an amount. Same risk model here.

20/",aantonop
Thu Jan 21 14:37:24 +0000 2021,1352264034431602689,"Now, for $22 many would accept 1 confirmation. Worst case, you're out $22 of something you gave in return that was delivered instantly and irreversibly. Not a big deal.

19/",aantonop
Thu Jan 21 14:37:23 +0000 2021,1352264032191823877,"During this most recent re-org, a transaction of $22 was in both competing blocks as two competing transactions. We don't know why. We don't know who. But there's nothing ""impossible"" about this. It is part of the protocol

18/",aantonop
Thu Jan 21 14:37:23 +0000 2021,1352264030182809608,"It also depends on the risk of the buyer going away. I'd sell a house on 0-conf, *because I know where they live!*. They can't run away with it. Some things are more dangerous: I'd wait 6 confs to exchange for cryptocurrency, because once I give it I can't get it back.

17/",aantonop
Thu Jan 21 14:37:22 +0000 2021,1352264027162832899,"So when do you consider a transaction finalized and when is it safe to give your customer the TV or the fiat or whatever value you are exchanging? It depends on the amount!

I waited 3 confirmations after selling my car for $11,000 USD (IIRC). Was enough for me. 

16/",aantonop
Thu Jan 21 14:29:39 +0000 2021,1352262086135431168,"Here's page 8. As you can see the chance of a block getting discarded from a reorg declines /exponentially/ as more blocks are added to the chain. Finality is based on probability. 

15/ ",aantonop
Thu Jan 21 14:29:38 +0000 2021,1352262080930357248,"This is described in the Satoshi whitepaper on page 8. In fact, it's the only math equation in the paper and it describes the declining probability of a re-org, showing why ""6 confirmations"", though arbitrarily chosen is a good basis to consider a transaction finalized

14/",aantonop
Thu Jan 21 14:27:02 +0000 2021,1352261427088658433,"From the perspective of the recipient, they thought they were ""paid"" after 1 block, then they... weren't. This is why ""confirmations"" provide /probabilistic/ immutability. The chance of a reorg drops with each subsequent confirmation

13/",aantonop
Thu Jan 21 14:27:01 +0000 2021,1352261424198819844,"Because the original transaction is gone (discarded block), the new transaction (winning block) is the only ""real"" transaction. The blockchain has prevented a double spend by discarding one and only recording the other. 

12/",aantonop
Thu Jan 21 14:27:01 +0000 2021,1352261421564796929,"Very rarely, the sender will sneak a *different* transaction in the competing/winning block. Let's say this is a payment for a lesser amount (more change back), or to a different address.

11/",aantonop
Thu Jan 21 14:27:00 +0000 2021,1352261419740196866,"But from the perspective of the recipient of a payment, they may see a transaction that appears to have 1 confirmation (it is in a block), then disappears when that block is discarded. 

10/",aantonop
Thu Jan 21 14:27:00 +0000 2021,1352261417450160135,"During a re-organization, there is a chance for someone to attempt a ""double spend"". This is not a double spend from the perspective of the blockchain as a whole. Only one spend survives, therefore no double spends happen. That's the whole point of PoW consensus. 

9/",aantonop
Thu Jan 21 14:26:59 +0000 2021,1352261414749155330,"What happens to any transactions in the discarded block? If they are also in the winning block then all is well. If they are not in the winning block, each node puts them back into its mempool as ""unconfirmed"" and they wait for another opportunity

8/",aantonop
Thu Jan 21 14:21:42 +0000 2021,1352260083883753473,"Again, all of this is normal. A 1-block reorganization happens every couple of weeks on average as a consequence of decentralized PoW. 

A 2-block reorganization happens less often, maybe a few times a year

A 3-block reorg is extremely rare. I don't think we've ever seen one

7/",aantonop
Thu Jan 21 14:20:01 +0000 2021,1352259658849738753,"Of the two originally competing blocks, one is now a parent and the other is the last descendant of a shorter chain. The chain with the greatest cumulative difficulty is selected by all. This ""orphans"" any descendants from the other chain because it is discarded. 

6/",aantonop
Thu Jan 21 14:20:00 +0000 2021,1352259657125937153,"Eventually, within an average of 10 minutes another block is mined. This new block has as its parent *one* of the two competing blocks. Which one? Whichever one the miner saw first and assumed to be the winner. 

The new block extends the chain, resolving the issue. 

5/",aantonop
Thu Jan 21 14:20:00 +0000 2021,1352259655485931521,"Only one can ever succeed in the long run. It is possible that different nodes and miners see one or the other block first and assume it is the winner. This is also normal in a decentralized consensus algorithm

4/",aantonop
Thu Jan 21 14:19:59 +0000 2021,1352259653581737984,"Two blocks were mined almost simultaneously, competing for the same height, meaning that they had the same parent block and were trying to extend the chain of the same block

3/",aantonop
Thu Jan 21 14:19:59 +0000 2021,1352259650729590786,"There was a chain re-organization in the Bitcoin blockchain. This is a common occurrence that is part of Bitcoin's normal operation. It is a result of decentralized consensus under Proof-of-Work. All PoW chains do this. 

2/",aantonop
Thu Jan 21 14:13:55 +0000 2021,1352258125932371968,"A more detailed explanation of the whole 

""A double-spend broke Bitcoin"" FUD that was circulated by an irresponsible publication. 

1/",aantonop
Thu Jan 21 14:09:04 +0000 2021,1352256905230499840,"Here's another re-organization from a few months ago. Again, a nothingburger. 

This is the normal operation of a Proof-of-Work chain. The probability of a re-org decreases with each new block  or ""confirmation"". ",aantonop
Thu Jan 21 13:50:20 +0000 2021,1352252190719500292,"    I have no interest in writing a book about Cardano. I am not interested in Cardano. 

If people keep bugging me about it, I will block them and mute the word ""Cardano"".",aantonop
Thu Jan 21 13:47:49 +0000 2021,1352251555894894594," Funny how ""free market"" people don't understand that free markets only work if people make choices between competing businesses and communicate those choices loudly.

What you call censorship I call consumer choice and consequences.",aantonop
Thu Jan 21 13:45:11 +0000 2021,1352250895317180423," This is Bitcoin working exactly as specified 12 years ago, exactly as Satoshi outlines on page 8 of the paper, where they calculate the probability of a re-org after 1 block, 2 blocks... etc. 

It's almost as if this was part of Satoshi's ""vision"" ",aantonop
Thu Jan 21 13:42:56 +0000 2021,1352250328960229377," Also for the record: 

This exact re-organization with a transaction getting replaced can occur in exactly the same way in BCH and BSV. It has nothing to do with RBF or Segwit, nor do those technologies change how PoW works. See page 8 of the Satoshi whitepaper.",aantonop
Thu Jan 21 13:39:27 +0000 2021,1352249451415433218, It is thoroughly irresponsible to carry water for competitors by spreading misinformation unopposed or unquestioned.,aantonop
Thu Jan 21 13:38:28 +0000 2021,1352249203527831554," If you are writing about a controversial topic, you don't quote 2 people from the competing systems (BSV, BCH) without any counterpoint or clarification from an actual Bitcoin developer or expert. 

Probably can't find a serious person to talk to them because of their history",aantonop
Thu Jan 21 13:37:22 +0000 2021,1352248927274209280," I don't want to link to the article, because that would only drive more attention to that garbage. 

It takes 10x the effort to debunk garbage that it does to write it.",aantonop
Thu Jan 21 13:34:14 +0000 2021,1352248140263407619,"I hope more people doing honest work in Bitcoin and other blockchains boycott  

This is not the first time they have published irresponsible clickbait that is poorly sourced and contains misinformation. They do a disservice to the entire industry.",aantonop
Thu Jan 21 13:30:49 +0000 2021,1352247277889339394," It depends on the amount. 

For $22 waiting 1 confirmation is not unreasonable. In this case, the recipient took a risk and lost. 

Or maybe they didn't. We don't know if they shipped a product or exchanged value after only 1 conf. Maybe they were still waiting for more.",aantonop
Thu Jan 21 13:28:38 +0000 2021,1352246727412232193,"  So the statement made by that BSV liar ""It could have easily been $22 million"" is completely and purposely misleading. 

For $22 dollars it doesn't matter if you wait 1 confirmation.  
If you wait &lt;6 confirmations for $22 million, you are an idiot who doesn't understand bitcoin.",aantonop
Thu Jan 21 13:26:45 +0000 2021,1352246254646878209,"  It is why if you are expecting a big payment you wait a few confirmations. When I sold my car for $11,000 USD, I waited 3 confirmations.",aantonop
Thu Jan 21 13:26:06 +0000 2021,1352246093178826754,"  This is actually the only equation in the Bitcoin whitepaper from 2008. It's on the final page, page 8. 

It shows the decreasing probability of a re-org by the number of confirmations, explaining why ""6 confirmations"" is considered probabilistically irreversible",aantonop
Thu Jan 21 13:23:20 +0000 2021,1352245397456969729,"  A 1 block re-org happens naturally on average once every two weeks. 

A 2-block reorg happens once a year or so. 

A 3-block natural re-org has never happened as far as I know.",aantonop
Thu Jan 21 13:21:55 +0000 2021,1352245040832122881,"  Blocks with 1 confirmation have a small probability of being reorganized. That's why as a recipient, if the amount is a big one you must wait for more than 1 confirmation. 

Each confirmation reduces the probability of a reorg.",aantonop
Thu Jan 21 13:19:51 +0000 2021,1352244520482533379,  No and no. Neither of those is true.,aantonop
Thu Jan 21 13:18:09 +0000 2021,1352244092340641792," Ok calm down. 

The ""next time it could be $22 million"" is a quote from the article, which is from a BSV user trying to grind an axe. 

Nothing happened in violation of the protocol. I can explain it, but you first need to calm down.",aantonop
Thu Jan 21 13:15:12 +0000 2021,1352243350108192769," ""Some claim"" is a funny way to say a ""BSV user with an axe to grind"", who you quoted without question or counterpoint.

Wow. This is a new low in clickbait and misinformation even for you ",aantonop
Thu Jan 21 13:13:18 +0000 2021,1352242870518857730,   It means that Bitcoin is operating exactly as it should. A single block reorganization is not uncommon.,aantonop
Thu Jan 21 13:12:22 +0000 2021,1352242635864379392,"  The markets are freaked over numerology? That sounds about right. 

Nothing happened. The bitcoin protocol is operating exactly as it should. There was no double spend. It's a confusion about terms.",aantonop
Thu Jan 21 13:11:18 +0000 2021,1352242367655419904,   Not interested. I don't know how strongly you need me to say it.,aantonop
Thu Jan 21 13:09:59 +0000 2021,1352242037681135619, No,aantonop
Thu Jan 21 13:09:03 +0000 2021,1352241799692124161," That is not true. 100% it was a reorganization. Only one transaction was included. Nothing was spent twice, hence no double spend.",aantonop
Thu Jan 21 13:08:14 +0000 2021,1352241596918501378,"  They quoted a BSV user who stated an absolute falsehood unquestioned and unopposed. 

My jaw dropped when I read it.",aantonop
Thu Jan 21 13:07:05 +0000 2021,1352241306701950979, Please don't spread misinformation. Immutability is preserved and is not at risk. One-block reorganizations are common.,aantonop
Thu Jan 21 13:06:23 +0000 2021,1352241128108527617," No. A single spend happened. Only one of the two blocks is in the chain and only one of the two competing transactions is in the chain.

The Bitcoin blockchain *prevented* a double spend. It did a chain re-organization.",aantonop
Thu Jan 21 13:05:02 +0000 2021,1352240791213596672," posted an article with a quote from a ""BSV"" user that is a 100% falsehood, completely unquestioned.

Appalling ""journalistic"" standards",aantonop
Thu Jan 21 12:59:10 +0000 2021,1352239314587983873,"In case it needs to be said: no double spend happened.

Some very bad reporting full of incorrect information happened, but that's a common occurrence.

A block was reorganized, that's also a common occurrence.",aantonop
Thu Jan 21 12:57:21 +0000 2021,1352238854766358532, What an idiotic article.,aantonop
Thu Jan 21 12:54:41 +0000 2021,1352238184051032071, I'm teaching one module of that course.,aantonop
Thu Jan 21 12:44:12 +0000 2021,1352235547784142849,   That's not what I said.,aantonop
Thu Jan 21 03:00:08 +0000 2021,1352088562343280641,"Learn how to tell if you're a victim of the #ledgerhack, what data of yours hackers might have from the #ledgerbreach &amp; how to protect yourself from the two big attacks that are happening now to victims: SIM swaps and phishing attacks:  ",aantonop
Thu Jan 21 02:16:10 +0000 2021,1352077496393502722,  A simple Raspberry Pi 4 with a 1TB USB hard drive is often a good choice. We'll discuss this on Saturday,aantonop
Thu Jan 21 00:43:23 +0000 2021,1352054147768410112, President Biden has frozen all agency rulemaking pending further review. This includes former Secretary Mnuchin's proposal…,aantonop
Wed Jan 20 21:00:17 +0000 2021,1351998001900904448,In the process of trying to decide if running your own #bitcoin node is right for you? Join my livestream this Saturday to get the details and make the decision for yourself:  #crypto ,aantonop
Wed Jan 20 18:06:09 +0000 2021,1351954181922295810, Wrong,aantonop
Wed Jan 20 17:34:49 +0000 2021,1351946293917093888, My first ever children's book Change Sings is now available for pre-order! Illustrated by  (of Barack Obama'…,aantonop
Wed Jan 20 17:34:02 +0000 2021,1351946096839254022," Biden doesn't write his own speeches. You know that, right?",aantonop
Wed Jan 20 17:31:49 +0000 2021,1351945540552978433,"Find her  

In case you got confused and followed the white lady from Ottawa 😆 who is wondering WTF just happened.",aantonop
Wed Jan 20 17:29:09 +0000 2021,1351944871532134400, Amazing!,aantonop
Wed Jan 20 17:25:40 +0000 2021,1351943992250781696,Amanda Gorman (poet laureate) was amazing. Best part of the inauguration so far.,aantonop
Wed Jan 20 16:57:07 +0000 2021,1351936807600967682, *you're,aantonop
Wed Jan 20 16:54:13 +0000 2021,1351936078547087361, I'm bald. Not much dandruff,aantonop
Wed Jan 20 16:49:53 +0000 2021,1351934989609308160,Turns out the storm was just a few snowflakes,aantonop
Wed Jan 20 15:31:45 +0000 2021,1351915325466427394," Nothing that specific, but we have a few great ETH-related merch. 

What did you have in mind?",aantonop
Wed Jan 20 15:00:33 +0000 2021,1351907471393247232,"Currently running a bundle sale on the shop. Get t-shirt and mug combos, or book bundles. You can even pay in crypto:  ",aantonop
Wed Jan 20 14:55:31 +0000 2021,1351906208332988416, Linux is now completely usable on the Mac mini M1. Booting from USB a full Ubuntu desktop (rpi). Network works via a USB c do…,aantonop
Wed Jan 20 09:00:07 +0000 2021,1351816769124642817,"For those looking for #MasteringLightning updates, check out 36:40 on this recent livestream:  ",aantonop
Wed Jan 20 03:37:06 +0000 2021,1351735475900358656," Those are good amounts. 

Even for larger amounts, I might still do LN if I can (if the recipient accepts it) and if they are a well-connected LN node:

I'll do an on-chain transaction to open a direct channel to them and then pay over LN. Then I have lots of new inbound capacity",aantonop
Wed Jan 20 03:00:03 +0000 2021,1351726154177241091,It’s not that cheaters don’t cheat. It’s the cheaters CAN’T cheat with #bitcoin. Learn why I’m calling this idea the #FairnessProtocol:  ,aantonop
Wed Jan 20 02:46:13 +0000 2021,1351722673773047808," Haven't seen one in the wild. If they become a problem, we'll create countermeasures. Security is like that, a constant escalation: attack - countermeasure - attack - etc.",aantonop
Wed Jan 20 02:03:59 +0000 2021,1351712042466516993,  I despise that saying and I instantly lose respect for anyone who blithely repeats it.,aantonop
Tue Jan 19 21:59:41 +0000 2021,1351650562320678913," For sure, I bet they've already started",aantonop
Tue Jan 19 21:58:39 +0000 2021,1351650304341622784,"Start the countdown clock to the first: 

""Trump was always a Democrat. Possibly ANTIFA. He was never a real Republican. Privately, I opposed him""

4...3...2..1...",aantonop
Tue Jan 19 21:55:32 +0000 2021,1351649521378312192,  If you eat the frosting and leave behind the cake - DON'T TELL THE BAKER,aantonop
